id,pred
36,0.7710754615446057
2157,1.101953852685413
9385,0.8937258052297274
14434,0.9023255491847334
9462,0.9108937293490129
5773,1.0083712270871865
11975,1.2414075361144077
10047,0.9915363641097933
9595,0.7675887870013177
12085,1.0136418391748834
10423,0.9599159521412994
5353,0.7809255583860379
1967,0.9650019036102823
7192,0.9331426074901173
13483,0.703341794598169
8158,0.9832386628854926
1482,0.9180758207166124
5833,1.0499368142116796
5276,0.7604163257887847
12541,0.8936769305609538
14694,0.823896497327803
11505,0.9224626823469171
3948,0.6304099920576794
12175,0.7351948108639413
108,1.155561788623408
2520,1.08054434326231
11334,0.9154955902249048
9535,0.9574943011153543
9788,0.7801896856769485
3217,1.0282442706932722
9102,1.075675734978415
8059,1.0439731557873626
2340,0.9625458595744012
5727,1.054769600089935
13074,0.9559811465086505
13058,0.9873232494510461
12524,0.8297706427307456
13919,0.7629919784699557
1135,0.8201043931138627
2266,0.7830018079023977
13837,0.9500637511051446
312,0.886246901949125
5129,0.894435948749122
333,0.7657086785821539
9710,0.658033888796419
4895,0.8119033888150415
12948,0.7928066622387709
9748,0.6256063301934891
10713,1.039119471421859
11130,0.8535844257197464
7685,0.7892058476681939
14382,0.9940658590432462
1622,1.0436988020995643
9747,0.9529699763482938
6176,0.9893916607106477
8001,0.971568258707586
3843,0.7612475214979719
5369,0.7469090265432262
4013,1.0306622705512365
7189,0.806312422544863
6627,0.788542737265456
1531,1.2000056797375074
7872,1.107051251099957
7822,1.025874376885994
7939,0.9275687836677496
11694,0.943854858735285
12404,1.0053005517899498
11477,0.8904396777392954
10036,0.7228390440812706
8673,0.8642743628627327
13663,0.8743203440100616
158,1.017281990638305
12270,0.952336090763698
4775,1.0256385062010098
10732,1.0226841467276924
12761,0.8708771817378509
11443,0.8732521231083437
14024,0.6979773514424127
1456,0.9214349889311605
15040,0.8250198022457987
1777,0.9365218715421197
5176,0.6321624207415826
10217,0.917411450501862
14211,0.9108504979142271
11805,1.0459052635075328
1332,1.0505812838701611
2539,0.8126492300215967
12008,0.7905813563259616
219,0.9977816249965095
3415,0.7714078218539698
9014,1.1296753518125815
2606,0.6658929405693252
3913,0.827006292064145
1811,0.9690854805537001
500,0.7764984487555969
14528,0.8864470171251096
3045,0.6813754933062917
4740,1.0132508350652094
13532,1.0781729469615975
5973,1.166040167563252
1524,0.7965373774539776
6710,0.7825039289157921
10824,0.9101219114719332
2242,0.8974756417000445
13571,0.8747733985210276
14078,0.9283075032225839
14089,0.7761554326561987
4511,0.7457448150584202
14168,0.8330892242917153
9406,0.70239276885981
513,1.0327676929750371
3346,0.9255710036956124
8857,0.7852020001487912
2470,0.8927591012837076
3497,0.9560601519005907
13452,0.7021674859185185
5450,0.7226079416657609
5340,0.8363981699490816
10909,0.939814734607676
12419,1.1230488729789907
1393,0.7219131434504976
14390,1.0351909934884762
2721,0.6373260847776696
2093,0.9470760493049315
8024,0.8913626822909656
8759,0.7533707135680439
6275,0.6619190186414293
6465,0.8715904109009979
4041,1.0943411204178202
10700,0.8234001909174137
11312,0.7880497822134281
5533,1.042982220737875
4905,0.9551270215463749
3094,0.7964952787670152
8732,0.8087337573019445
13789,0.8170632241889197
4064,1.1063461418667897
7358,1.0143021473857634
8580,1.0599991428069329
926,0.7418357777747929
13516,0.8276174846582088
11615,0.9051179877179804
1630,0.7584094793575712
6996,0.6870173575989748
3308,0.9588574636216519
6713,0.7384324982081277
9983,0.6747453915985687
11869,0.7689710445310669
8366,1.0106188927427318
13751,0.972949409507932
1832,1.1063134923950237
14756,0.7816252581204356
10385,0.9566643657044835
12411,0.7825310118961746
8478,0.8051654695086569
6267,0.796107323512534
11803,0.9928149080204349
3744,1.032651991177145
10541,0.882235573148485
5642,1.0143881336533227
12459,0.9730134273086417
2660,0.7729912080770692
8975,0.995427748388352
193,0.9850601444342433
11779,0.9717668232284729
5337,0.871554861443569
12817,0.8498537385284318
6310,0.7811175189956274
10836,1.0880626353418887
9078,1.061966092390953
6272,1.0712400079819118
14614,0.8717518938436614
11290,0.8468551863371759
9887,0.9039911701461353
8737,0.9364956607488448
12187,0.9479060665765079
11445,0.9752379445968123
4131,1.0718152798444003
4753,0.8874840921313117
4485,0.8541517838236552
7134,1.201903933419866
7865,0.9844629778020952
10276,0.831966059624888
8160,0.9609520813815084
466,0.9229384968953653
10688,1.1223636667779568
14681,0.9595462178019087
14860,0.8750593654307619
392,0.9064013162710373
7028,0.9922481615255756
13586,0.7443297985841313
10890,1.0608171546642358
3362,0.8118778396800208
14593,0.9437968321641208
3981,0.855580752583514
2860,0.8855185597129204
11826,1.1204160520208393
5633,0.9759394300420984
5202,1.070680965000624
7501,0.9563248422239088
3597,1.1346251708687571
12210,1.0392797494057437
2685,1.004509394709761
881,1.0568184513492804
11122,0.8334734253753456
490,0.976771582470978
2929,0.9136824314792517
14696,0.8553637353878081
11871,0.7564589046159431
14934,1.0132861101935386
10955,1.0381813745895478
14962,1.1749057852062688
10083,0.6263291966463429
5673,0.9193100653021791
83,0.9031839349631052
7556,1.0042816164830928
13273,1.0254196185252495
10149,0.9880476982407749
11095,0.9578833091564642
1580,1.0334046835042061
5083,1.0688646495981475
6351,0.9937897122302206
3331,0.7779221064727992
12975,0.9483996382030645
6704,1.1439006551852384
1113,0.7759361740430786
8619,1.0676772521949367
11920,0.8291882183814211
10263,0.9252426896845026
13812,1.0221519871289244
6065,0.7577941973635518
11247,0.7140362672531211
8377,1.0569661745540189
2074,0.8767085319601392
14723,1.0481106529032749
7992,0.9037147233133104
8808,0.9094979472304257
2962,1.0435582977886075
1657,0.9358290021890955
13560,0.9723440494258775
3021,1.206452107650722
9941,0.941947197453138
10034,0.7000384604696813
9457,1.114753863686348
14097,1.1582121169259219
13754,1.0229382655487795
13772,0.9935814379893401
4262,1.029204353483718
5189,1.0215327172911821
5570,0.927836123161661
3436,0.8828748397868104
928,0.9321611210228753
1405,0.84036923623512
13207,0.5905626289820121
15083,0.9026544177982845
13003,1.0527164350230964
4221,0.9725821965219366
1499,0.8961722997595896
8596,0.812828370495278
13164,0.8622207616275798
1339,1.0610841756173919
3959,1.028123991504259
2681,1.0382789508280341
