id,pred
36,0.9355712114933001
2157,0.9355712114934
9385,0.9355712114935
14434,0.9355712114936
9462,0.9355712114937
5773,0.9355712114938
11975,0.9355712114939
10047,0.935571211494
9595,0.9355712114941
12085,0.9355712114942
10423,0.9355712114943
5353,0.9355712114944
1967,0.9355712114945
7192,0.9355712114946
13483,0.9355712114947
8158,0.9355712114948
1482,0.9355712114949
5833,0.935571211495
5276,0.9355712114951
12541,0.9355712114952
14694,0.9355712114953
11505,0.9355712114954
3948,0.9355712114955
12175,0.9355712114956
108,0.9355712114957
2520,0.9355712114958
11334,0.9355712114959
9535,0.935571211496
9788,0.9355712114961
3217,0.9355712114962
9102,0.9355712114963
8059,0.9355712114964
2340,0.9355712114965
5727,0.9355712114966
13074,0.9355712114967
13058,0.9355712114968
12524,0.9355712114969
13919,0.935571211497
1135,0.9355712114971
2266,0.9355712114972
13837,0.9355712114973
312,0.9355712114974
5129,0.9355712114975
333,0.9355712114976
9710,0.9355712114977
4895,0.9355712114978
12948,0.9355712114979
9748,0.935571211498
10713,0.9355712114981
11130,0.9355712114982
7685,0.9355712114983
14382,0.9355712114984
1622,0.9355712114985
9747,0.9355712114986
6176,0.9355712114987
8001,0.9355712114988
3843,0.9355712114989
5369,0.935571211499
4013,0.9355712114991
7189,0.9355712114992
6627,0.9355712114993
1531,0.9355712114994
7872,0.9355712114995
7822,0.9355712114996
7939,0.9355712114997
11694,0.9355712114998
12404,0.9355712114999
11477,0.9355712115
10036,0.9355712115001
8673,0.9355712115002
13663,0.9355712115003
158,0.9355712115004
12270,0.9355712115005
4775,0.9355712115006
10732,0.9355712115007
12761,0.9355712115008
11443,0.9355712115009
14024,0.935571211501
1456,0.9355712115011
15040,0.9355712115012
1777,0.9355712115013
5176,0.9355712115014
10217,0.9355712115015
14211,0.9355712115016
11805,0.9355712115017
1332,0.9355712115018
2539,0.9355712115019
12008,0.935571211502
219,0.9355712115021
3415,0.9355712115022
9014,0.9355712115023
2606,0.9355712115024
3913,0.9355712115025
1811,0.9355712115026
500,0.9355712115027
14528,0.9355712115028
3045,0.9355712115029
4740,0.935571211503
13532,0.9355712115031
5973,0.9355712115032
1524,0.9355712115033
6710,0.9355712115034
10824,0.9355712115035
2242,0.9355712115036
13571,0.9355712115037
14078,0.9355712115038
14089,0.9355712115039
4511,0.935571211504
14168,0.9355712115041
9406,0.9355712115042
513,0.9355712115043
3346,0.9355712115044
8857,0.9355712115045
2470,0.9355712115046
3497,0.9355712115047
13452,0.9355712115048
5450,0.9355712115049
5340,0.935571211505
10909,0.9355712115051
12419,0.9355712115052
1393,0.9355712115053
14390,0.9355712115054
2721,0.9355712115055
2093,0.9355712115056
8024,0.9355712115057
8759,0.9355712115058
6275,0.9355712115059
6465,0.935571211506
4041,0.9355712115061
10700,0.9355712115062
11312,0.9355712115063
5533,0.9355712115064
4905,0.9355712115065
3094,0.9355712115066
8732,0.9355712115067
13789,0.9355712115068
4064,0.9355712115069
7358,0.935571211507
8580,0.9355712115071
926,0.9355712115072
13516,0.9355712115073
11615,0.9355712115074
1630,0.9355712115075
6996,0.9355712115076
3308,0.9355712115077
6713,0.9355712115078
9983,0.9355712115079
11869,0.935571211508
8366,0.9355712115081
13751,0.9355712115082
1832,0.9355712115083
14756,0.9355712115084
10385,0.9355712115085
12411,0.9355712115086
8478,0.9355712115087
6267,0.9355712115088
11803,0.9355712115089
3744,0.935571211509
10541,0.9355712115091
5642,0.9355712115092
12459,0.9355712115093
2660,0.9355712115094
8975,0.9355712115095
193,0.9355712115096
11779,0.9355712115097
5337,0.9355712115098
12817,0.9355712115099
6310,0.93557121151
10836,0.9355712115101
9078,0.9355712115102
6272,0.9355712115103
14614,0.9355712115104
11290,0.9355712115105
9887,0.9355712115106
8737,0.9355712115107
12187,0.9355712115108
11445,0.9355712115109
4131,0.935571211511
4753,0.9355712115111
4485,0.9355712115112
7134,0.9355712115113
7865,0.9355712115114
10276,0.9355712115115
8160,0.9355712115116
466,0.9355712115117
10688,0.9355712115118
14681,0.9355712115119
14860,0.935571211512
392,0.9355712115121
7028,0.9355712115122
13586,0.9355712115123
10890,0.9355712115124
3362,0.9355712115125
14593,0.9355712115126
3981,0.9355712115127
2860,0.9355712115128
11826,0.9355712115129
5633,0.935571211513
5202,0.9355712115131
7501,0.9355712115132
3597,0.9355712115133
12210,0.9355712115134
2685,0.9355712115135
881,0.9355712115136
11122,0.9355712115137
490,0.9355712115138
2929,0.9355712115139
14696,0.935571211514
11871,0.9355712115141
14934,0.9355712115142
10955,0.9355712115143
14962,0.9355712115144
10083,0.9355712115145
5673,0.9355712115146
83,0.9355712115147
7556,0.9355712115148
13273,0.9355712115149
10149,0.935571211515
11095,0.9355712115151
1580,0.9355712115152
5083,0.9355712115153
6351,0.9355712115154
3331,0.9355712115155
12975,0.9355712115156
6704,0.9355712115157
1113,0.9355712115158
8619,0.9355712115159
11920,0.935571211516
10263,0.9355712115161
13812,0.9355712115162
6065,0.9355712115163
11247,0.9355712115164
8377,0.9355712115165
2074,0.9355712115166
14723,0.9355712115167
7992,0.9355712115168
8808,0.9355712115169
2962,0.935571211517
1657,0.9355712115171
13560,0.9355712115172
3021,0.9355712115173
9941,0.9355712115174
10034,0.9355712115175
9457,0.9355712115176
14097,0.9355712115177
13754,0.9355712115178
13772,0.9355712115179
4262,0.935571211518
5189,0.9355712115181
5570,0.9355712115182
3436,0.9355712115183
928,0.9355712115184
1405,0.9355712115185
13207,0.9355712115186
15083,0.9355712115187
13003,0.9355712115188
4221,0.9355712115189
1499,0.935571211519
8596,0.9355712115191
13164,0.9355712115192
1339,0.9355712115193
3959,0.9355712115194
2681,0.9355712115195
13815,0.9355712115196
5676,0.9355712115197
3574,0.9355712115198
6393,0.9355712115199
10186,0.93557121152
14989,0.9355712115201
3782,0.9355712115202
6459,0.9355712115203
9152,0.9355712115204
11400,0.9355712115205
2131,0.9355712115206
14297,0.9355712115207
406,0.9355712115208
10708,0.9355712115209
13573,0.935571211521
4878,0.9355712115211
6334,0.9355712115212
3429,0.9355712115213
260,0.9355712115214
13596,0.9355712115215
5822,0.9355712115216
3945,0.9355712115217
939,0.9355712115218
10703,0.9355712115219
7089,0.935571211522
3477,0.9355712115221
10673,0.9355712115222
11878,0.9355712115223
12956,0.9355712115224
6104,0.9355712115225
11058,0.9355712115226
2223,0.9355712115227
3330,0.9355712115228
13253,0.9355712115229
669,0.935571211523
6371,0.9355712115231
14171,0.9355712115232
14413,0.9355712115233
13262,0.9355712115234
2615,0.9355712115235
995,0.9355712115236
10850,0.9355712115237
2851,0.9355712115238
1629,0.9355712115239
7835,0.935571211524
2145,0.9355712115241
986,0.9355712115242
7306,0.9355712115243
11757,0.9355712115244
9695,0.9355712115245
5442,0.9355712115246
2944,0.9355712115247
2100,0.9355712115248
13248,0.9355712115249
12555,0.935571211525
10544,0.9355712115251
1577,0.9355712115252
12799,0.9355712115253
11618,0.9355712115254
14678,0.9355712115255
3607,0.9355712115256
14227,0.9355712115257
14038,0.9355712115258
6453,0.9355712115259
9587,0.935571211526
6649,0.9355712115261
5279,0.9355712115262
2998,0.9355712115263
13283,0.9355712115264
13485,0.9355712115265
9960,0.9355712115266
4168,0.9355712115267
10669,0.9355712115268
5304,0.9355712115269
2115,0.935571211527
2534,0.9355712115271
6361,0.9355712115272
9021,0.9355712115273
1002,0.9355712115274
12908,0.9355712115275
1009,0.9355712115276
3049,0.9355712115277
1081,0.9355712115278
6842,0.9355712115279
7592,0.935571211528
4436,0.9355712115281
9583,0.9355712115282
4901,0.9355712115283
13597,0.9355712115284
12886,0.9355712115285
2940,0.9355712115286
1262,0.9355712115287
13643,0.9355712115288
7221,0.9355712115289
2768,0.935571211529
416,0.9355712115291
9092,0.9355712115292
10993,0.9355712115293
3779,0.9355712115294
9031,0.9355712115295
5602,0.9355712115296
8210,0.9355712115297
12432,0.9355712115298
8045,0.9355712115299
652,0.93557121153
7640,0.9355712115301
3469,0.9355712115302
4263,0.9355712115303
2060,0.9355712115304
10832,0.9355712115305
4099,0.9355712115306
2118,0.9355712115307
3620,0.9355712115308
6287,0.9355712115309
5953,0.935571211531
1879,0.9355712115311
118,0.9355712115312
10449,0.9355712115313
6664,0.9355712115314
12362,0.9355712115315
8831,0.9355712115316
11933,0.9355712115317
14306,0.9355712115318
1653,0.9355712115319
6410,0.935571211532
13620,0.9355712115321
9262,0.9355712115322
7256,0.9355712115323
11376,0.9355712115324
12251,0.9355712115325
14294,0.9355712115326
2346,0.9355712115327
6375,0.9355712115328
15042,0.9355712115329
9290,0.935571211533
11836,0.9355712115331
9395,0.9355712115332
1694,0.9355712115333
13773,0.9355712115334
1536,0.9355712115335
11644,0.9355712115336
12589,0.9355712115337
8241,0.9355712115338
4487,0.9355712115339
13077,0.935571211534
3540,0.9355712115341
